,Unnamed: 0,lang,sensitive,retweet,reply,likes,quote,created,text,id,author_id
8310,8310,en,False,0,0,1,0,2021-12-03T03:22:34.000Z,"My latest column for @TDAN_com, combines reflections on Data Discovery, Douglas Hofstadter's GEB, Frank Herbert's #Dune, music pedagogy, #MachineLearning and #ArtificialIntelligence https://t.co/DSpMjRxLaY",1466608772504178691,3457711821
834,834,en,False,0,0,0,0,2021-12-06T15:53:20.000Z,"Maybe. This I’ll get a like, it’s our pal Paul

#fanart #Dune #TimotheeChalamet https://t.co/DHDqqOZ5wC",1467884874291896328,1360940613047312385
8651,8651,en,False,0,1,1,0,2021-12-03T00:46:18.000Z,"Why does @CineplexMovies keep stale, so-so movies like DUNE and ETERNALS in their comfy AVX auditoriums but relegate the 2.5 hour, new release Spielberg spectacle WEST SIDE STORY to the standard seats?! #WestSideStoryMovie",1466569448198840323,1404663502812291075
216,216,en,False,1,0,2,0,2021-12-06T22:03:34.000Z,"we are available on https://t.co/G8QYp4PzVx
check out there to see IdaMurni Performance.
https://t.co/kyKDVcavOM",1467978046284120064,1448276551271845892
6065,6065,en,False,0,0,0,0,2021-12-04T02:51:43.000Z,why the reflection kinda look like timothee in dune https://t.co/0QwP7x1cRD,1466963398340452355,2307997741
8089,8089,en,False,0,1,2,0,2021-12-03T05:55:41.000Z,Yo where tf does the sardaukar army come from in dune a friend and i are arguing and i’m saying they were already on arrakis,1466647306862747652,1392945987837120517
1717,1717,en,False,0,0,8,0,2021-12-06T02:32:05.000Z,Why should you read “Dune” by Frank Herbert? - Dan Kwartler https://t.co/Sr0TDOBQY6 via @YouTube,1467683234347585539,80545858
3202,3202,en,False,0,0,0,0,2021-12-05T09:54:41.000Z,VLOG Newbie Dune Bashing Drive with the The Big Boys Drive 1 https://t.co/0Hwtv5v4Os via @YouTube,1467432228670124035,1467133984668852226
4637,4637,en,False,0,0,0,0,2021-12-04T19:31:06.000Z,The latest The Meerkatx Daily! https://t.co/kXq1RP0zHq Thanks to @BlizzardWatch #dune #ignobels2021,1467214901739458575,23190257
3681,3681,en,False,0,0,1,0,2021-12-05T04:08:20.000Z,"Dune be like…

This is the most important thing in the entire universe: https://t.co/BaSFZgE1eM",1467345067258089476,287937911
6477,6477,en,False,0,2,10,0,2021-12-03T22:52:02.000Z,DUNE day today 😀,1466903080243380228,87386850
8283,8283,en,False,0,0,0,0,2021-12-03T03:42:37.000Z,"Dune deserves the award the most. Suicide Squad was another great looking film and Shang-Chi had decent effects. Though I will say imo GvK had better visuals than 3 movies on this list, I’d say about on par with Suicide Squad and under Dune. https://t.co/JvUq6NKVg1",1466613821045411850,864580730382409735
5516,5516,en,False,0,1,0,0,2021-12-04T08:45:22.000Z,"Newcastle land boost à la poursuite d’une star de 8 millions de livres sterling qui adore Hatem Ben Arfa https://t.co/uwbgdgNTcI : It’s very true, HATEM BEN ARFA is one of the greatest. It’s a pity he’s so attached to France and french football. BEN AFRA knows no equal !",1467052397197471745,1108319578659192834
110,110,en,False,1,1,1,0,2021-12-06T22:55:58.000Z,Dune that never got made? https://t.co/nSE1pdGAzY,1467991230646788098,1299828788663123970
1836,1836,en,False,0,0,0,0,2021-12-06T01:04:18.000Z,ppl who do a lot of counting without calculator is dune reference https://t.co/BacFgjHoYr,1467661142700949506,1349352336943026181
6409,6409,en,False,0,0,5,1,2021-12-03T23:27:55.000Z,Just saw #Dune at the flicks. Oh my heavenly eyeballs. How faithful and perfect a retelling 😱💥🙏🏼❤️☝🏼,1466912109581807619,21204753
379,379,en,False,0,0,1,0,2021-12-06T20:37:58.000Z,Enjoyed Dune. Good pacing. I did feel shoehorning Apocalypse Now imagery into it felt pretty ham-fisted. Looking forward to the next chapter.,1467956504380809218,1205602214653374467
534,534,en,False,1,1,7,0,2021-12-06T19:02:19.000Z,"""MY DUNE"" 
0,5 tez | 35 ed
(new price)

https://t.co/wiaGAJz26Z
https://t.co/ULMr7CwLKO

#NFTs #tezos #HEN #hicetnunc #hicetnunc2000 #NFTcollector #CleanNFT https://t.co/vyj0sI4q7W",1467932434482311175,1430866668012687367
7241,7241,en,False,0,0,0,0,2021-12-03T15:35:10.000Z,"#IDPWD #BrightestMoonJin #WELvWSW #Greens #SpotifyWrapped #Seoul #StanGrant #seokjin #Dune
#Auba #coorey #WillBrown #FairWorkCommission
#CraigKelly #davesharma #Rachelle
YouTube
https://t.co/GcpC4dkH7K",1466793136902926336,1463225403330359302
2824,2824,en,False,0,0,2,0,2021-12-05T15:14:43.000Z,my toxic trait is thinking i could handle the pain box from dune,1467512766848249867,956953425660563458
41,41,en,False,1,12,50,0,2021-12-06T23:29:29.000Z,My mom saw this tweet and wants you all to know that a) of course Chalamet is a Jew and I was wrong for thinking she's wrong and b) she had other thoughts on Dune https://t.co/KowGJOBEnR,1467999668776939524,312336521
7552,7552,en,False,0,0,2,0,2021-12-03T12:30:29.000Z,"Dune is great, see it in cinemas plz.",1466746659157647363,148653060
5057,5057,en,False,0,1,0,0,2021-12-04T14:47:39.000Z,"this is where i saw nick &amp; norah, twilight midnight release, harry potter 5-7 midnight releases, dune, etc. btw
https://t.co/8uU0M8fwWE",1467143567298727936,33701300
4296,4296,en,False,0,1,4,0,2021-12-04T22:30:33.000Z,Took my son to see Dune last night. Man what a cracker of a movie 🎥,1467260058861924353,3268854313
3786,3786,en,False,0,0,5,0,2021-12-05T03:01:46.000Z,my only character flaw is I’ve been trying to read dune for 14 months and am only 150 pages in.,1467328316256497664,4893224169
2341,2341,en,False,0,0,16,0,2021-12-05T20:20:42.000Z,"Dune. 

Art by Mary Glaid. https://t.co/psyIlSeQVQ",1467589772113846278,120602161
1967,1967,en,False,1,0,1,0,2021-12-05T23:50:48.000Z,I liked Dune. Not seen a film in ages. Felt immersed because they were wearing masks on screen too. Made me miss the desert. I like a story that you carry with you a wee while after.,1467642644729937921,3088699077
1326,1326,en,False,0,0,0,0,2021-12-06T07:37:31.000Z,"Smoke over Dune, the cries of Daedra, and Stonefire cultists in the streets. Javad Tharn has grown tired of waiting, it would seem.",1467760099028762624,1301256963397910528
6525,6525,en,False,0,0,2,0,2021-12-03T22:26:52.000Z,"If you can ignore the low budget late 90’s SFX this is an excellent version of Dune and the follow up, Children of Dune,  is even better. https://t.co/C9bDOqCuvq",1466896745766477832,6994412
2093,2093,en,False,0,1,4,0,2021-12-05T22:30:00.000Z,i can’t stop watching dune (1984) i know watch #4 in a fortnight is coming this week 🥲,1467622309573836805,2336234117
6087,6087,en,False,0,0,1,0,2021-12-04T02:39:55.000Z,"Reading #Dune for the first time. 

#BeneGesserit = Women with “special” powers to 1) understand and control their own emotions, 2) observe and assess human behavior, and 3) use talk to direct thought and action. 

An army of female psychologists?",1466960426852306947,1548062725
5221,5221,en,False,1,1,2,0,2021-12-04T12:22:45.000Z,"Spoiler freeish review of Dune.

It's pretty good.

My favourite line from the book wasn't in it.

I wish the last line of Paul's had been ""Tell me, what's the name of that small desert mouse?""

""Muad'Dib.""",1467107102749454337,929646993831424000
2423,2423,en,False,0,1,0,0,2021-12-05T19:31:48.000Z,Dune was probably my biggest disappointment of 2022,1467577464037666819,406626232
5468,5468,en,False,0,0,0,0,2021-12-04T09:30:02.000Z,timothee chalamet in dune...mayhaps the hets were right,1467063635675475969,819818208081215488
1956,1956,en,False,0,7,59,0,2021-12-05T23:56:02.000Z,Ultimately @ejbenson won at Dune Imperium but we have to consider Harkonnen perfidy may have played a role @direwolf https://t.co/6I74ZiBtUJ,1467643959048429569,14303746
4109,4109,en,False,0,0,0,0,2021-12-05T00:03:38.000Z,I watch Dune now B),1467283486276919296,1302864268849602561
2644,2644,en,False,0,1,1,0,2021-12-05T17:10:10.000Z,Dune outgrossed an MCU movie....can't believe it. https://t.co/45idatihzV,1467541820871786511,17729588
8731,8731,en,False,1,0,8,0,2021-12-03T00:06:07.000Z,"Very much enjoyed editing this, and it actually increased my appreciation for Villeneuve's DUNE even as it waffled on the film, which is what you want an essay like this to do! https://t.co/Trf2oo5BH9",1466559333370503169,2559188539
3757,3757,en,False,0,0,0,0,2021-12-05T03:19:53.000Z,Time to watch dune,1467332874059886596,233380262
3715,3715,en,False,0,0,6,0,2021-12-05T03:42:59.000Z,finished dune and i alrd want part 2 why is until 2023,1467338688657080321,944606940574961664
6522,6522,en,True,0,1,0,0,2021-12-03T22:29:18.000Z,My ★★★★★ review of Dune on Letterboxd https://t.co/JJ2GsGysBK,1466897356306239489,562227383
4335,4335,en,False,0,0,4,0,2021-12-04T22:05:34.000Z,"Finally got around to seeing DUNE: PART ONE (as it is billed in the opening credits) on the ideally suited IMAX screen. A visual stunner, although the little desert mouse steals the show. And while the sandworms are impressive, I’m more of a TREMORS graboid kind of guy. #Dune https://t.co/9wjBOYCzCn",1467253775148597250,3186170102
3983,3983,en,False,0,0,0,0,2021-12-05T01:04:40.000Z,I have read Dune repeatedly since Highschool and never pieced this together. .   https://t.co/gE4hEozeL8,1467298844769669120,307357677
6459,6459,en,False,0,1,3,0,2021-12-03T23:01:54.000Z,Dune is cool with all those amazing visuals and scope but it ends essentially with the street fight from “Beat It” #Dune,1466905563917217792,23054395
6801,6801,en,False,0,0,1,0,2021-12-03T19:47:17.000Z,"-Bill Murray: “Just try to make it sound like you wrote it that way on purpose.”
-Luca and Alberto riding their little bike
-All of Dune
-Bloodsport petting the rat
-Tom Hardy: “Because I’m a real boy, and you’re just an amoeba.” https://t.co/PkUNuVJ3s2",1466856583707742216,1140993428320395264
8018,8018,en,False,0,0,8,0,2021-12-03T06:58:18.000Z,The Fremen from #Dune be like: https://t.co/RHjupNB4kF https://t.co/D7EW3bjJO7,1466663065597132800,1418453300
7189,7189,en,False,0,1,4,0,2021-12-03T16:00:02.000Z,"Hey look, they turned DUNE into a video game. XD https://t.co/fO21vX2Zg4",1466799397337972740,799082087437533185
4223,4223,en,False,1,4,47,0,2021-12-04T23:07:13.000Z,Finished Dune (the book) and its appendices. It was very good! I look forward to seeing how Denis Villeneuve interprets the second half for the next film.,1467269286624481280,1403129251
7717,7717,en,False,1,1,0,0,2021-12-03T10:36:49.000Z,"my top 3 movies in 2021
1. #Dune 
2. #Shangchi 
3. #TheSuicideSquad https://t.co/PuNdD1EiHs",1466718054872608768,1163625102795087872
1421,1421,en,False,0,0,0,0,2021-12-06T05:58:06.000Z,"Love all my faves are getting their fcking projects in tune.

@HaileeSteinfeld - #arcane 2 , #hawkeye , #SpiderManAcrossTheSpiderVerse 

#CharlieCox  - #Daredevil 
@RealChalamet - #dune and still hopeful for his marvel debut as wiccan.",1467735077589491715,1326760381
5592,5592,en,False,0,0,0,0,2021-12-04T07:53:00.000Z,"""Ohhh my god,you are more beautiful without clothes, the sight of the pussy is so amazing that I will die now. How beautiful the small bush is ,just as a oasis on a sand dune. Your mound looks like a sand dune. Soft and fleshy and your skin is like satin....""He said",1467039217763028992,1391652949441454080
7765,7765,en,False,0,1,1,0,2021-12-03T10:01:02.000Z,The Dark Tower is just Dune with yeehaw instead of spice,1466709049383215107,841611464758710272
5477,5477,en,False,0,0,0,0,2021-12-04T09:24:37.000Z,good emperor of dune is getting 5 out of 5 stars on goodreads. i’m actually speechless that was so fucking good,1467062275135528962,3293793331
3679,3679,en,False,0,1,5,0,2021-12-05T04:08:36.000Z,hi. i finally watched dune and it was fukn incredible,1467345135608516608,588808901
57,57,en,False,0,0,0,0,2021-12-06T23:17:54.000Z,What Accounts For The Lasting Appeal Of 'Dune'? https://t.co/QviedLnIw5,1467996751848214532,3360629141
7724,7724,en,False,0,0,0,0,2021-12-03T10:31:01.000Z,Destroy All Humans and Comanche Developer Will Help Create Dune Game https://t.co/gpsKzcsiqb,1466716597226246144,864176836011581441
5606,5606,en,False,0,1,0,0,2021-12-04T07:40:44.000Z,I need to rewatch dune and eternals,1467036131237634051,986857759265046528
5555,5555,en,False,0,1,0,0,2021-12-04T08:14:42.000Z,"Content warning: I’m gonna spill some disturbing tea about Dune in this reply having to do with Baron Harkonnen 🙃
(Spoiler content, sexual assault, p*dophilia, tw)",1467044680315523074,1176768206494519297
5829,5829,en,False,0,2,4,0,2021-12-04T05:05:00.000Z,damn.  new dune is really good tbqh,1466996940353249282,607621740
6369,6369,en,False,0,0,0,0,2021-12-03T23:51:40.000Z,New features to RØDE Connect v1. My whole TL talking about Dune and it's just lost its magic.,1466918085965791234,1122352738967281664
960,960,en,False,0,0,0,0,2021-12-06T14:07:04.000Z,Just played: Save Your Sorries - JRM - DUNE DRIFT III (Topaz),1467858129350279171,211291588
7393,7393,en,False,10,3,41,0,2021-12-03T14:01:04.000Z,"Before the Cameras Even Roll, “A Movie Lives or Dies by Casting” https://t.co/Szjq7yyXGx",1466769458534526977,17446621
4726,4726,en,False,0,0,2,0,2021-12-04T18:27:31.000Z,"had a dream that involved seeing Dune Part Two which was already out, but I woke up and it isn’t out, don’t text.

oh also Feyd-Rautha was Will Poulter",1467198898146099208,1401175010
842,842,en,False,0,0,0,0,2021-12-06T15:45:48.000Z,Okay so Dune is not my type of film 😑,1467882976465854466,1034658145
7723,7723,en,False,0,0,0,0,2021-12-03T10:31:52.000Z,Dune. Should I be excited? #DuneMovie,1466716810762350594,41696808
4808,4808,en,False,1,7,105,0,2021-12-04T17:38:56.000Z,"Just finished Dune. If you somehow couldn't tell, I really, really liked it",1467186673276522497,1107321679192166403
3794,3794,en,False,0,0,5,0,2021-12-05T02:59:33.000Z,saw dune and i enjoyed the sand,1467327758648942595,17968925
7794,7794,en,False,0,0,0,0,2021-12-03T09:42:09.000Z,"Star Trek canon keeps stealing the best thing from Dune

https://t.co/z0PxMCkd0E",1466704297706463235,1182947209
8558,8558,en,False,0,0,0,0,2021-12-03T01:23:46.000Z,Dune https://t.co/EIWWJ28UwM,1466578878323904514,27007967
1233,1233,en,False,0,0,0,0,2021-12-06T09:35:38.000Z,"Heavens, Dune is fascistic - look at that SS uniform on our messianic hero! https://t.co/6QTV8kRvia",1467789823289217024,48008255
8211,8211,en,False,0,2,4,0,2021-12-03T04:30:39.000Z,Dune was amazing. Absolutely amazing. It really needs to be seen on the huge screen.,1466625907024547846,1096974031
2976,2976,en,False,0,0,0,0,2021-12-05T13:12:43.000Z,I am dead! 😂😂😂😂 #thanksmariecallender #sharonweiss #pumpkinpie #Dune https://t.co/JODa7pU8Lw,1467482066623373322,1069413204
7609,7609,en,False,0,0,1,0,2021-12-03T11:58:06.000Z,The Dune of the Attack,1466738513454374915,872271238651154433
6364,6364,en,False,4,0,10,0,2021-12-03T23:52:29.000Z,"Dune Lenticular Digibook 44P (4K-UHD)
Pre-order Sold Out 😲 https://t.co/clX1VpWVtv",1466918290417385473,978455144772743168
8339,8339,en,False,0,0,0,0,2021-12-03T03:02:56.000Z,[EN] This will be Dune (2021) in 2021 graphics https://t.co/Z045fxYRnS,1466603831459000327,1584523574
4746,4746,en,False,0,1,0,0,2021-12-04T18:17:22.000Z,"should i watch dune, hp or lord of the rings???",1467196345547173898,1383803483376082959
2797,2797,en,False,0,2,1,0,2021-12-05T15:35:19.000Z,i put dune and obx into an ai drawing app 🤩 https://t.co/08BhBq9uY5,1467517950903083012,1210362368217235456
8524,8524,en,False,0,0,4,0,2021-12-03T01:39:51.000Z,#Dune all the way!! #SCAwards https://t.co/V9odrZks1S,1466582923021205505,2470976880
7371,7371,en,False,0,0,34,0,2021-12-03T14:10:01.000Z,"Astounding work by @MattFieldUK &amp; all our teams in Sarajevo &amp; London and further afield. Thank you. Proud we could do so much with so many. A great week for UK 🇬🇧 relations w/ #BiH 🇧🇦.

It wasn’t me going to see Dune! https://t.co/PIRrUvuxZ0",1466771710682836995,3367136692
7392,7392,en,False,0,0,2,1,2021-12-03T14:01:34.000Z,Sure Denis Villeneuve's #Dune may make sense but does it really transport you to another world like Lynch's version? I mean a cat gets milked in it and there's a rat there just to watch. You won't see that in any other blockbuster. Listen to our review at https://t.co/EUFKHqY8eI. https://t.co/f7kKvqMVi7,1466769584518795268,1009824187555418114
2239,2239,en,False,0,5,19,0,2021-12-05T21:14:43.000Z,"Haven’t read Dune and not sure if I ever will but I think we can all agree that it would be a much stronger work of fiction if, instead of Paul and Jessica, they were named Chad and Stacey Atreides.",1467603366117212160,798748029578788864
952,952,en,False,25,19,81,3,2021-12-06T14:13:50.000Z,Been there DUNE that !! 🌵 https://t.co/YblSAq3scl,1467859832623403010,49939631
243,243,en,False,0,0,0,0,2021-12-06T21:50:05.000Z,Dune 2 soundtrack collabs. @Grimezsz and @HansZimmer and @phillipglass and me too electric violin would be really nice. 😁😃,1467974654543421450,1086652718
7746,7746,en,False,0,0,0,0,2021-12-03T10:10:09.000Z,"Dune Bashing Desert Safari &amp; Arab Campsite in the UAE 🐪
https://t.co/DRFcV1PDnh
More at https://t.co/YOXeGxvBXO

#DuneBashing #Dubai #Desert #Safari",1466711343579287552,3621005122
1825,1825,en,False,0,0,3,0,2021-12-06T01:10:48.000Z,Going and seeing Dune at Hoyts Xtreme Screen meant I became Cletus Kasady for the evening. https://t.co/UcDan14e3C,1467662776600436736,4695101358
1125,1125,en,False,3,3,38,0,2021-12-06T11:40:03.000Z,"I'm not going to argue that our upper echelons of power are not STUFFED with blithering idiots who have ZERO business occupying the seats that they do (see: Every GQP Supreme Court pick) but I *promise* you, Michelle Obama is the f---ing eye-calculator #Dune guy compared to MTG https://t.co/ANELsJQwK0",1467821131906355203,264050862
1288,1288,en,False,0,0,2,0,2021-12-06T08:27:08.000Z,The First Order scenes in star wars would have looked better if they had a little weirdness like this. Like the throat singing in Dune. Gotta get the 'culture' in. https://t.co/RCP2Lyqa5z,1467772584125214721,944006306305859584
8344,8344,en,False,1,3,40,1,2021-12-03T03:01:14.000Z,"Hmm... First time seeing MM sharing Fan-Art 🤔

*cough cough* I've been busy
@ Star Wars, @ Dune, @ Nickelodeon, @ Pixar 😉 jk

#MadeInDreams https://t.co/DOnBBtRs67 https://t.co/gPxSDJgK7G",1466603405695201287,904131307
7205,7205,en,False,0,3,3,0,2021-12-03T15:53:59.000Z,"fave first watches of november!! (in order; inside, dune, gone girl, &amp; the french dispatch) https://t.co/W12mdWkQlk",1466797874012991504,3708117676
5166,5166,en,False,0,0,0,0,2021-12-04T13:07:31.000Z,Saw #DuneMovie tonight and damn was it good! Momoa is great and Skarsgård is utterly disgusting as the Baron. Makes me appreciate the book even more #Dune,1467118367370723330,257300217
4375,4375,en,False,0,0,1,0,2021-12-04T21:49:39.000Z,It's not the size of the tip ... wait! Yes it is! Thank you for the 1001 credit tip! https://t.co/iJCIN8u9Et https://t.co/6oAyfXEsSM,1467249767382073346,1308690211061280769
5063,5063,en,False,0,0,0,0,2021-12-04T14:42:03.000Z,WOMENS DUNE SUEDE PLATFORM PURPLE SHOES SIZE 4 BNWB https://t.co/8a3WEyInJW eBay https://t.co/j8I0ECiDJ5,1467142159216168960,1447976669533204482
7270,7270,en,False,0,0,1,0,2021-12-03T15:18:37.000Z,"NYFCC predictions
Film: The Power of the Dog
Direc: Jane Campion
Actress: Penélope Cruz
Actor: Nicolas Cage
Supp Actress: Ruth Negga
Supp Actor: Smit-McPhee
Screenplay: A Hero
Ani: Flee
Doc: Flee
For: Hive
1st: The Lost Daughter
Cine: Dune",1466788971908841484,1202255860560478211
4210,4210,en,False,0,0,0,0,2021-12-04T23:13:15.000Z,Dune (2021) ★★★★★★★★★★ https://t.co/DnE7c01JBd #trakt,1467270806208192514,1173723275798700032
7708,7708,en,False,0,0,0,0,2021-12-03T10:44:38.000Z,im going to finally see dune tonight who cheered,1466720024731783169,1131653675854770178
7155,7155,en,False,0,0,0,0,2021-12-03T16:16:26.000Z,Dune is One of the Best Films of 2021 | Tilt Magazine https://t.co/jOs6g560uH,1466803521731403784,4432666306
8160,8160,en,False,0,0,2,0,2021-12-03T05:06:43.000Z,"The Green Knight
Zack Snyder's Justice League
No Time To Die
The Suicide Squad
Dune https://t.co/UJBKUSgKdR",1466634984081571845,1129800666166321152
1150,1150,en,False,0,2,3,0,2021-12-06T11:13:08.000Z,"I was going to listen to the 2021 Dune soundtrack this morning but I sort of got sidetracked. Sometimes you just have to go with the absolute classics.

https://t.co/AbK10XdBeZ",1467814356943622148,5926092
2077,2077,en,False,0,1,8,0,2021-12-05T22:37:41.000Z,me if I was a character in Dune riding a sandworm https://t.co/qxkVan769j,1467624243726745601,777393486207123456
4996,4996,en,False,0,0,0,0,2021-12-04T15:27:47.000Z,Timothee chalamet got the visual but i kenot leh his script and way of talking in dune ⚰,1467153668029902848,1459202310282698754
3885,3885,en,False,0,5,76,0,2021-12-05T02:12:57.000Z,welcome to day four of Dune Tweets By Me,1467316029940400128,3061981022
3071,3071,en,False,0,0,1,0,2021-12-05T11:45:06.000Z,"Just saw Dune. It got delayed in Australia, only came out recently for us. 9.5/10 overall, dialogue was difficult to make out at points but still easy to follow widely. VFX were stunning, had me on the edge of my seat the whole film.",1467460015757815808,893599420473683968
4878,4878,en,False,0,0,0,0,2021-12-04T16:56:35.000Z,"Seen Dune on Wednesday and it now lives 24/7 in my head, it was so freaking good https://t.co/gpSQLiesur",1467176015227142151,50322083
1686,1686,en,False,0,5,18,0,2021-12-06T02:54:35.000Z,HEY! HEY—GUESS WHAT. DUNE ROCKED. https://t.co/YRqa7qvJrB,1467688893852135429,16847740
8663,8663,en,False,0,0,0,0,2021-12-03T00:40:54.000Z,"Malignant
The Harder They Fall
Dune https://t.co/b1dFp77bmX",1466568088137175051,1188072388203823104
1217,1217,en,False,0,3,1,0,2021-12-06T09:55:44.000Z,does dune end up making sense bc i’m halfway through and can’t catch on?,1467794880369807365,605227576
1408,1408,en,False,0,0,0,0,2021-12-06T06:07:21.000Z,"Icant wait to see DUNE. GHOSTBUSTERS, also",1467737405226725377,1407083380567597057
248,248,en,False,0,0,0,0,2021-12-06T21:48:23.000Z,going to see Dune with my dad tonight even though i never finished the book despite having ample time to do so.,1467974226267328514,18303048
3780,3780,en,False,0,1,4,0,2021-12-05T03:06:36.000Z,"Trying something new!
My desert.
My Arrakis.
My Dune. https://t.co/m59dg4RzZP",1467329529618259973,1092328610
4639,4639,en,False,0,0,14,0,2021-12-04T19:30:10.000Z,me tomorrow when I see dune (2021) https://t.co/VjHWifTxe2,1467214664887148555,1266562241391984640
3045,3045,en,False,0,0,7,0,2021-12-05T12:16:47.000Z,Saw Dune again just to make sure it’s still good. It is.,1467467987774939143,204248280
1605,1605,en,False,0,0,3,0,2021-12-06T03:42:42.000Z,"Watched dune with my sister, extending the movie to nearly 4 hours because kept pausing to talk about shit and discuss it, then showed her the first episode of doom Patrol.
Pretty fun day.",1467701004779020297,1308926552000921602
5110,5110,en,False,56,22,368,14,2021-12-04T14:00:54.000Z,"Dune, but it’s Nicholas Cage as Baron Harkonnen and everyone else is played by Muppets.",1467131804138315783,3390499229
5351,5351,en,False,0,0,0,0,2021-12-04T10:56:02.000Z,"Channel 9 is treating us to the original Dune by David Lynch tonight. Still a magnificent movie, even nearly 4 decades later",1467085279517241344,30576636
3675,3675,en,False,0,0,5,0,2021-12-05T04:11:02.000Z,Dune is great representation for people named Paul but not accurate representation,1467345745384771587,948691320654192641
